,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class,sales channel,response
4789,,9002.409572,High School or Below,M,76184,111,0.0,Corporate Auto,532.8,Two-Door Car,Agent,
4790,Oregon,5532.753182,Bachelor,M,91212,69,0.0,Personal Auto,270.311239,Two-Door Car,Call Center,No
4791,California,2924.976721,College,F,64459,72,0.0,Personal Auto,240.259479,Four-Door Car,Branch,No
4792,Oregon,4529.112791,College,F,0,62,0.0,Special Auto,271.164139,Four-Door Car,Agent,No
4793,Oregon,2894.243869,Bachelor,F,0,85,0.0,Personal Auto,408.0,Four-Door Car,Agent,No
4794,Arizona,4280.747008,Bachelor,F,52679,110,2.0,Personal Auto,528.0,Sports Car,Branch,No
4795,Washington,6048.574243,College,F,0,61,3.0,Corporate Auto,292.8,Four-Door Car,Agent,No
4796,Oregon,2652.695343,Bachelor,M,82655,66,0.0,Personal Auto,316.8,Two-Door Car,Web,No
4797,Arizona,4196.429642,Bachelor,F,24641,105,0.0,Personal Auto,504.0,SUV,Agent,No
4798,,4510.542608,College,M,84300,111,0.0,Corporate Auto,202.22495,,Branch,
4799,Nevada,6140.242989,College,F,34112,77,0.0,Personal Auto,369.6,Four-Door Car,Branch,No
4800,Oregon,6869.185344,College,F,0,69,2.0,Corporate Auto,331.2,Four-Door Car,Branch,No
4801,Arizona,19185.0725,Bachelor,M,35322,244,0.0,Personal Auto,76.826503,Luxury Car,Agent,No
4802,Oregon,23142.1509,College,F,0,105,0.0,Personal Auto,564.947278,Four-Door Car,Agent,No
4803,California,5360.557066,High School or Below,M,24254,68,0.0,Personal Auto,326.4,Four-Door Car,Agent,No
4804,California,7524.735746,Bachelor,M,36580,64,1.0,Personal Auto,460.8,Four-Door Car,Agent,No
4805,Oregon,8341.623748,College,M,0,118,0.0,Personal Auto,566.4,Four-Door Car,Agent,No
4806,Washington,19690.44179,College,F,36032,70,0.0,Personal Auto,336.0,Four-Door Car,Web,No
4807,,10169.36981,High School or Below,F,0,135,0.0,Personal Auto,648.0,Sports Car,Agent,
4808,,2822.591481,College,F,25531,74,0.0,Personal Auto,355.2,Two-Door Car,Agent,
4809,Washington,9191.672825,High School or Below,M,77603,114,0.0,Personal Auto,547.2,SUV,Call Center,No
4810,California,25585.72783,Bachelor,M,0,116,0.0,Corporate Auto,830.623064,SUV,Call Center,No
4811,California,13727.79972,College,M,0,126,0.0,Special Auto,604.8,SUV,Agent,Yes
4812,California,5227.570224,High School or Below,F,70988,65,0.0,Personal Auto,312.0,Four-Door Car,Web,No
4813,California,11095.97445,Bachelor,F,0,101,0.0,Personal Auto,727.2,SUV,Agent,No
4814,Oregon,4340.858797,Bachelor,F,0,124,0.0,Personal Auto,595.2,SUV,Call Center,No
4815,California,4315.788632,Bachelor,F,41252,109,0.0,Personal Auto,514.059402,SUV,Branch,No
4816,Oregon,2552.038766,High School or Below,M,75740,64,0.0,Corporate Auto,128.516525,Two-Door Car,Agent,No
4817,,21423.63723,Bachelor,M,0,65,0.0,Personal Auto,312.0,Two-Door Car,Agent,
4818,California,2435.535995,Bachelor,F,40921,62,2.0,Corporate Auto,10.560419,Four-Door Car,Agent,No
4819,Oregon,2276.392936,College,M,0,69,,Personal Auto,624.980751,Two-Door Car,Call Center,No
4820,Washington,21435.87782,High School or Below,F,20668,188,3.0,Personal Auto,902.4,,Call Center,No
4821,Nevada,7664.80924,High School or Below,M,0,107,0.0,Personal Auto,770.4,Four-Door Car,Agent,No
4822,Washington,2858.992036,Master,F,0,83,4.0,Corporate Auto,355.385287,Four-Door Car,Branch,No
4823,California,4061.590219,Bachelor,M,70129,103,1.0,Personal Auto,130.495798,Four-Door Car,Branch,No
4824,California,10153.88899,College,M,0,90,0.0,Corporate Auto,432.0,Four-Door Car,Call Center,No
4825,California,5671.09467,High School or Below,F,69668,70,0.0,Corporate Auto,64.855035,Two-Door Car,Branch,No
4826,California,2921.490461,Bachelor,F,62018,73,0.0,Corporate Auto,90.094835,Two-Door Car,Web,No
4827,California,2725.356404,Master,F,36650,69,1.0,Personal Auto,56.60333,Four-Door Car,Web,Yes
4828,Arizona,8044.872393,Bachelor,M,71391,67,0.0,Corporate Auto,284.000172,Four-Door Car,Agent,Yes
4829,Oregon,5793.157728,Bachelor,M,95733,72,0.0,Corporate Auto,475.423848,Two-Door Car,Agent,No
4830,California,13610.10746,College,M,50144,114,0.0,Personal Auto,786.934186,SUV,Web,No
4831,Arizona,4270.034394,College,M,0,122,0.0,Corporate Auto,725.870693,SUV,Agent,Yes
4832,Arizona,4276.915328,Bachelor,M,18768,68,3.0,Corporate Auto,647.454583,Four-Door Car,Agent,No
4833,California,2944.780529,Master,F,87274,73,1.0,Personal Auto,350.4,Four-Door Car,Agent,No
4834,Washington,26122.12998,Master,M,83385,131,2.0,Personal Auto,704.337157,SUV,Web,No
4835,California,7123.694599,College,F,16139,62,0.0,Personal Auto,297.6,Four-Door Car,Branch,No
4836,Oregon,9002.117386,High School or Below,M,61374,113,0.0,Corporate Auto,210.100003,Two-Door Car,Call Center,No
4837,Nevada,5201.971427,Master,M,94186,64,0.0,Personal Auto,135.340489,Four-Door Car,Call Center,No
4838,Oregon,5073.282126,Doctor,M,57709,125,0.0,Personal Auto,600.0,SUV,Branch,Yes
4839,California,18131.18874,High School or Below,M,0,82,1.0,Personal Auto,393.6,Four-Door Car,Call Center,No
4840,Arizona,13727.79972,College,M,0,126,0.0,Personal Auto,604.8,SUV,Agent,Yes
4841,Oregon,7198.415033,Bachelor,M,10458,102,0.0,Corporate Auto,489.6,,Call Center,No
4842,California,17497.52201,College,M,0,73,0.0,Personal Auto,350.4,Two-Door Car,Agent,Yes
4843,Oregon,7283.934392,College,F,79055,186,,Personal Auto,177.635183,Luxury SUV,Branch,No
4844,Oregon,7635.554626,College,F,54539,63,,Personal Auto,287.453171,Four-Door Car,Agent,No
4845,Oregon,2403.53947,High School or Below,M,24248,70,,Personal Auto,336.0,Four-Door Car,Agent,No
4846,Arizona,8738.401013,Bachelor,M,43597,110,0.0,Personal Auto,528.0,Two-Door Car,Agent,No
4847,California,5257.241485,High School or Below,M,56154,67,0.0,Personal Auto,386.160674,Two-Door Car,Web,No
4848,California,4095.201692,College,F,32180,103,0.0,Special Auto,558.835255,Sports Car,Call Center,No
4849,California,13027.41984,College,F,76456,83,1.0,Personal Auto,42.693918,Four-Door Car,Web,No
4850,California,7519.133631,High School or Below,M,96306,95,1.0,Corporate Auto,185.355353,Four-Door Car,Agent,Yes
4851,Arizona,2491.317024,Doctor,M,36631,62,0.0,Personal Auto,67.530904,Four-Door Car,Agent,Yes
4852,Oregon,2730.313804,Master,F,36218,68,0.0,Personal Auto,145.252168,Four-Door Car,Branch,No
4853,Arizona,23207.24981,Master,F,89918,115,0.0,Personal Auto,423.116739,SUV,Web,No
4854,Oregon,8509.850887,Master,M,26057,74,0.0,Personal Auto,523.888845,Four-Door Car,Call Center,Yes
4855,Arizona,2839.796453,High School or Below,F,53071,72,0.0,Corporate Auto,386.225897,Four-Door Car,Agent,No
4856,Arizona,2476.588891,College,F,71551,62,0.0,Personal Auto,297.6,Four-Door Car,Branch,No
4857,Oregon,2749.189304,High School or Below,M,0,80,0.0,Personal Auto,824.487259,Four-Door Car,Call Center,No
4858,Oregon,6369.262355,High School or Below,M,34498,83,0.0,Personal Auto,398.4,Two-Door Car,Branch,Yes
4859,Washington,10747.03094,College,M,66446,136,0.0,Corporate Auto,639.464548,SUV,Branch,No
4860,California,15936.5764,Bachelor,F,0,76,0.0,Personal Auto,364.8,Four-Door Car,Agent,No
4861,Oregon,5586.965345,College,F,19280,72,0.0,Personal Auto,345.6,Four-Door Car,Branch,No
4862,Arizona,7155.471967,Doctor,F,76506,89,0.0,Personal Auto,427.2,Two-Door Car,Call Center,No
4863,,8420.43119,College,M,28617,112,0.0,Personal Auto,797.595611,SUV,Agent,
4864,Arizona,2491.257604,High School or Below,F,25965,65,0.0,Personal Auto,329.206567,Four-Door Car,Agent,Yes
4865,Arizona,9487.721906,Master,M,56233,79,0.0,Corporate Auto,558.746277,Four-Door Car,Agent,No
4866,Arizona,7887.964945,High School or Below,F,76590,65,0.0,Personal Auto,183.293091,Four-Door Car,Agent,No
4867,California,3903.474784,Bachelor,F,60068,98,0.0,Personal Auto,470.4,,Agent,No
4868,Oregon,3790.190029,High School or Below,M,66169,96,1.0,Personal Auto,156.429591,Two-Door Car,Web,No
4869,Washington,4530.385427,Doctor,F,52957,112,0.0,Personal Auto,425.423198,Sports Car,Branch,No
4870,Nevada,2199.61781,Bachelor,M,0,65,1.0,Personal Auto,468.0,Two-Door Car,Agent,No
4871,California,9705.30895,College,M,79157,61,0.0,Corporate Auto,117.781906,Two-Door Car,Agent,No
4872,Washington,2519.569496,Bachelor,M,41372,64,0.0,Personal Auto,307.2,Four-Door Car,Branch,No
4873,Arizona,10477.77713,Doctor,M,61427,88,0.0,Personal Auto,422.4,Four-Door Car,Branch,No
4874,Oregon,26016.525,High School or Below,F,43922,83,0.0,Personal Auto,40.740297,,Branch,No
4875,California,5300.686394,Master,M,26585,69,0.0,Corporate Auto,308.651195,Four-Door Car,Call Center,No
4876,Nevada,5745.121547,Bachelor,F,30389,73,0.0,Personal Auto,278.932051,Four-Door Car,Web,No
4877,Arizona,13881.03947,College,F,17961,181,0.0,Personal Auto,476.707749,Sports Car,Agent,No
4878,California,5643.724704,College,M,33317,72,1.0,Personal Auto,345.6,Two-Door Car,Agent,No
4879,Oregon,15984.52739,Bachelor,M,0,69,0.0,Personal Auto,331.2,Two-Door Car,Branch,No
4880,Nevada,2931.155192,College,F,45768,73,0.0,Personal Auto,191.934494,Two-Door Car,Agent,No
4881,Washington,10570.7888,Bachelor,M,92044,132,0.0,Personal Auto,617.288574,SUV,Web,No
4882,Nevada,5689.644114,College,F,83640,70,0.0,Corporate Auto,471.050488,Two-Door Car,Branch,No
4883,Oregon,2719.260911,Bachelor,M,81799,68,0.0,Personal Auto,326.4,Four-Door Car,Agent,No
4884,California,2509.268453,High School or Below,M,74045,64,0.0,Personal Auto,307.2,Four-Door Car,Web,No
4885,California,5535.963648,Bachelor,F,84863,138,0.0,Corporate Auto,691.697458,SUV,Call Center,No
4886,Arizona,6047.02516,College,M,20396,76,1.0,Personal Auto,364.8,Four-Door Car,Branch,Yes
4887,Oregon,13369.44267,College,F,50800,112,0.0,Corporate Auto,621.218119,Sports Car,Call Center,No
4888,California,4601.913754,High School or Below,F,37308,115,0.0,Personal Auto,552.0,SUV,Web,No
4889,Oregon,7193.101159,High School or Below,M,30886,91,0.0,Personal Auto,103.424766,,Web,No
4890,Oregon,20461.1545,Bachelor,M,87502,102,0.0,Personal Auto,421.111226,Four-Door Car,Branch,No
4891,Nevada,11255.46343,Bachelor,F,88858,93,0.0,Personal Auto,310.36774,Four-Door Car,Agent,No
4892,Oregon,4758.19231,High School or Below,M,72805,62,4.0,Corporate Auto,365.466805,Four-Door Car,Branch,No
4893,Oregon,4815.532839,Bachelor,M,80355,62,1.0,Corporate Auto,83.390706,Two-Door Car,Branch,No
4894,Nevada,2725.356404,Master,F,36650,69,1.0,Corporate Auto,56.60333,Four-Door Car,Web,Yes
4895,,13815.7802,College,F,96745,179,5.0,Personal Auto,859.2,SUV,Branch,
4896,Oregon,13248.63735,Bachelor,M,25074,112,0.0,Personal Auto,537.6,Two-Door Car,Branch,No
4897,California,8607.482071,College,M,0,118,0.0,Personal Auto,566.4,Four-Door Car,Web,No
4898,Arizona,2826.307641,Bachelor,M,65090,71,0.0,Personal Auto,73.995096,Four-Door Car,Agent,No
4899,Arizona,5704.977144,Doctor,M,50695,71,0.0,Personal Auto,110.567069,,Call Center,No
4900,Oregon,2432.169223,High School or Below,F,0,69,0.0,Personal Auto,764.201478,,Web,No
4901,California,10634.83711,High School or Below,F,0,61,0.0,Personal Auto,292.8,Two-Door Car,Agent,No
4902,Oregon,2611.14858,Bachelor,F,13424,71,0.0,Personal Auto,340.8,Four-Door Car,Call Center,No
4903,California,4966.736817,Bachelor,M,0,73,0.0,Personal Auto,525.6,Two-Door Car,Call Center,No
4904,Arizona,7060.212867,High School or Below,M,85412,88,0.0,Personal Auto,134.684555,,Call Center,No
4905,Arizona,4961.405917,High School or Below,F,55702,61,0.0,Personal Auto,151.13336,Four-Door Car,Agent,No
4906,Nevada,16301.9676,Master,F,19614,85,0.0,Personal Auto,574.024018,Two-Door Car,Agent,Yes
4907,Arizona,4974.801539,Bachelor,M,75644,65,,Personal Auto,467.803638,Two-Door Car,Branch,Yes
4908,Oregon,8283.843281,Master,M,94851,104,0.0,Personal Auto,190.998822,Four-Door Car,Call Center,No
4909,California,2670.63599,High School or Below,M,52572,68,0.0,Personal Auto,379.281455,Four-Door Car,Web,No
4910,California,3571.346578,Bachelor,F,0,96,0.0,Personal Auto,438.661509,,Branch,No
4911,California,5059.987477,High School or Below,M,70999,63,0.0,Corporate Auto,305.603239,Four-Door Car,Agent,No
4912,Arizona,7280.300642,Bachelor,M,32627,67,4.0,Personal Auto,54.628741,Four-Door Car,Call Center,No
4913,Oregon,5682.515346,Doctor,F,36938,70,0.0,Special Auto,244.801119,Four-Door Car,Agent,No
4914,Arizona,2855.925747,Bachelor,F,50738,71,0.0,Personal Auto,344.470631,Four-Door Car,Agent,No
4915,California,5714.232848,Doctor,F,79719,71,0.0,Personal Auto,425.924132,Four-Door Car,Agent,No
4916,California,2810.464447,Bachelor,M,26790,71,0.0,Personal Auto,340.8,,Agent,Yes
4917,Oregon,5059.616223,Bachelor,M,41869,64,0.0,Personal Auto,262.12205,Two-Door Car,Web,No
4918,Oregon,2430.801647,High School or Below,M,0,67,0.0,Special Auto,321.6,Four-Door Car,Call Center,No
4919,Oregon,7380.976717,Master,F,65706,91,0.0,Personal Auto,436.8,Four-Door Car,Web,No
4920,California,7607.983712,College,F,31456,199,0.0,Personal Auto,436.695385,Luxury SUV,Branch,No
4921,Arizona,6285.476868,College,M,32390,80,0.0,Personal Auto,91.417923,Four-Door Car,Call Center,No
4922,Nevada,5533.229132,Bachelor,M,23241,70,0.0,Personal Auto,504.0,Two-Door Car,Agent,No
4923,Arizona,4198.02525,High School or Below,M,30598,106,0.0,Personal Auto,508.8,SUV,Agent,No
4924,Oregon,12495.73971,Bachelor,M,0,61,0.0,Corporate Auto,292.8,Two-Door Car,Agent,No
4925,Oregon,8823.852473,High School or Below,M,75741,109,0.0,Corporate Auto,217.188864,SUV,Agent,No
4926,Arizona,20467.71796,High School or Below,M,89025,64,0.0,Personal Auto,179.251604,Four-Door Car,Branch,No
4927,California,21923.12272,Bachelor,M,81197,109,0.0,Personal Auto,94.731199,Sports Car,Branch,No
4928,California,14244.73069,Bachelor,F,31189,122,0.0,Personal Auto,585.6,Sports Car,Agent,No
4929,California,4502.867562,High School or Below,F,0,129,0.0,Personal Auto,1486.410662,SUV,Agent,No
4930,California,3873.647046,College,M,28142,105,0.0,Personal Auto,701.708239,Sports Car,Agent,Yes
4931,Washington,4297.018104,Bachelor,M,86860,107,0.0,Personal Auto,513.6,Four-Door Car,Call Center,No
4932,California,9199.539814,College,F,0,80,0.0,Personal Auto,572.847549,Four-Door Car,Branch,No
4933,Nevada,5015.009472,Bachelor,F,48567,130,0.0,Personal Auto,624.0,,Agent,Yes
4934,California,2130.35457,College,M,0,62,0.0,Corporate Auto,446.4,Two-Door Car,Branch,No
4935,California,7376.795372,Bachelor,M,0,105,0.0,Corporate Auto,756.0,SUV,Agent,No
4936,Nevada,4623.624811,High School or Below,M,97065,117,0.0,Personal Auto,561.6,SUV,Branch,No
4937,Nevada,4713.404623,Bachelor,M,0,69,0.0,Personal Auto,806.534801,Four-Door Car,Agent,No
4938,Arizona,4574.547243,College,F,0,63,0.0,Personal Auto,453.6,Four-Door Car,Agent,No
4939,California,2811.956395,Master,F,62537,71,1.0,Personal Auto,354.199664,Two-Door Car,Branch,No
4940,Oregon,28432.00202,Bachelor,M,17130,198,0.0,Special Auto,950.4,,Agent,No
4941,Oregon,13269.59942,Bachelor,F,15616,114,1.0,Personal Auto,547.2,SUV,Agent,No
4942,Washington,4605.036646,College,F,22571,63,0.0,Personal Auto,302.4,Four-Door Car,Web,Yes
4943,Oregon,7027.759594,College,M,0,102,0.0,Personal Auto,489.6,SUV,Agent,No
4944,Oregon,8092.87696,College,M,50825,102,0.0,Corporate Auto,369.614729,SUV,Agent,Yes
4945,Washington,3867.965986,College,F,79628,98,0.0,Personal Auto,470.4,Four-Door Car,Branch,No
4946,California,8169.334846,Bachelor,F,0,116,0.0,Corporate Auto,835.2,Sports Car,Branch,No
4947,Oregon,18532.40504,College,M,0,70,0.0,Corporate Auto,504.0,Four-Door Car,Branch,No
4948,California,23594.6802,Bachelor,M,76358,66,0.0,Personal Auto,86.461582,Four-Door Car,Agent,Yes
4949,Oregon,10175.2441,College,M,0,99,0.0,Corporate Auto,831.340966,Two-Door Car,Branch,No
4950,Oregon,5065.486772,College,M,26733,66,0.0,Personal Auto,218.717113,Four-Door Car,Web,No
4951,California,4362.931238,College,M,58842,110,0.0,Personal Auto,528.0,,Branch,Yes
4952,,3107.588649,Bachelor,M,0,88,0.0,Personal Auto,87.135752,Two-Door Car,Agent,
4953,Arizona,5639.941974,High School or Below,M,73168,70,,Corporate Auto,425.800112,Four-Door Car,Agent,Yes
4954,California,2438.689804,Bachelor,F,80927,62,0.0,Personal Auto,211.660971,Two-Door Car,Branch,No
4955,Nevada,8539.826923,High School or Below,F,55478,71,0.0,Personal Auto,339.399593,,Branch,No
4956,Arizona,5094.522262,Bachelor,F,72006,64,,Personal Auto,307.2,Four-Door Car,Agent,No
4957,California,4975.171042,Master,F,44723,124,0.0,Personal Auto,341.088276,SUV,Call Center,No
4958,Arizona,3799.746262,College,F,0,102,0.0,Personal Auto,489.6,,Branch,No
4959,,9095.744565,High School or Below,F,0,256,0.0,Personal Auto,1943.772393,Luxury Car,Agent,
4960,California,3864.776795,Bachelor,M,24204,99,1.0,Personal Auto,707.303416,Four-Door Car,Branch,No
4961,Nevada,4217.857932,High School or Below,M,0,62,0.0,Personal Auto,446.4,Two-Door Car,Branch,No
4962,California,4416.345862,College,M,25480,117,3.0,Personal Auto,486.545439,SUV,Web,No
4963,California,5169.49937,High School or Below,M,12430,73,0.0,Personal Auto,350.4,Four-Door Car,Call Center,Yes
4964,California,5194.654884,College,M,51883,66,0.0,Personal Auto,623.751121,Two-Door Car,Call Center,No
4965,Nevada,4726.869327,Bachelor,F,13037,124,0.0,Personal Auto,839.348464,SUV,Agent,Yes
4966,Oregon,2300.691547,Bachelor,M,25905,63,0.0,Personal Auto,302.4,Four-Door Car,Agent,Yes
4967,California,11513.35549,College,M,16266,100,,Special Auto,1177.323534,SUV,Web,No
4968,Washington,3700.420255,Bachelor,F,12287,99,0.0,Personal Auto,712.8,Four-Door Car,Call Center,No
4969,California,5040.775434,Bachelor,F,22350,66,0.0,Corporate Auto,316.8,Two-Door Car,Agent,No
4970,Arizona,7076.653181,Bachelor,M,0,68,0.0,Corporate Auto,489.6,Two-Door Car,Branch,No
4971,Arizona,29973.41592,Bachelor,F,48471,83,1.0,Personal Auto,208.904212,,Call Center,No
4972,Oregon,34931.00171,College,M,35005,295,0.0,Personal Auto,1416.0,Luxury Car,Web,No
4973,Oregon,2846.645431,Bachelor,F,66880,71,0.0,Personal Auto,340.8,Four-Door Car,Branch,No
4974,Washington,3046.248976,High School or Below,M,0,98,2.0,Personal Auto,705.6,Four-Door Car,Branch,No
4975,Oregon,4348.139173,High School or Below,F,0,62,0.0,Corporate Auto,675.661163,Four-Door Car,Agent,No
4976,Oregon,10390.66647,College,F,28948,131,0.0,Corporate Auto,295.83086,SUV,Call Center,No
4977,California,6019.960469,College,M,0,92,0.0,Personal Auto,662.4,Four-Door Car,Agent,No
4978,California,8080.948098,College,M,85210,68,0.0,Personal Auto,32.714226,Two-Door Car,Branch,No
4979,California,3659.18314,High School or Below,F,0,106,0.0,Personal Auto,763.2,SUV,Web,No
4980,Oregon,8608.157233,High School or Below,F,21450,110,,Personal Auto,528.0,Sports Car,Call Center,No
4981,California,2594.905944,College,F,25925,72,3.0,Corporate Auto,660.587577,Two-Door Car,Web,No
4982,Arizona,5757.442258,Master,M,88997,72,0.0,Personal Auto,174.041566,Four-Door Car,Branch,Yes
4983,Arizona,6278.764007,Bachelor,M,47669,80,0.0,Personal Auto,384.0,Four-Door Car,Branch,No
4984,California,8476.80656,High School or Below,F,55217,107,2.0,Personal Auto,696.115596,Two-Door Car,Branch,No
4985,Oregon,2424.424678,College,M,27093,61,0.0,Personal Auto,292.8,Four-Door Car,Branch,No
4986,Nevada,2968.077571,College,M,91646,74,0.0,Corporate Auto,57.678779,Two-Door Car,Branch,No
4987,Oregon,7474.605769,College,M,44186,64,2.0,Personal Auto,295.04969,Four-Door Car,Agent,No
4988,California,12751.27591,Bachelor,F,33235,110,0.0,Personal Auto,113.804117,SUV,Call Center,No
4989,California,2332.095228,College,M,0,67,0.0,Corporate Auto,482.4,Four-Door Car,Web,No
4990,California,20216.30883,High School or Below,M,0,183,,Personal Auto,878.4,Luxury SUV,Agent,No
4991,California,2677.279707,Bachelor,F,0,72,0.0,Personal Auto,345.6,Four-Door Car,Branch,No
4992,California,10408.96865,High School or Below,M,20228,101,,Corporate Auto,523.815839,SUV,Branch,Yes
4993,California,4087.512572,College,M,24123,104,,Personal Auto,748.8,,Branch,No
4994,California,4466.101762,College,M,0,64,0.0,Personal Auto,307.2,Four-Door Car,Call Center,No
4995,,4814.350556,College,M,0,67,0.0,Personal Auto,482.4,,Agent,
4996,Oregon,7255.577594,Doctor,F,39786,91,1.0,Personal Auto,365.835977,Four-Door Car,Web,No
4997,Nevada,2884.636779,Bachelor,M,63438,72,0.0,Personal Auto,36.732923,Two-Door Car,Branch,No
